komentar,emosi,sentimen
Hahaa alesan baee sih jadinya dicopot mangkannya kalo salah tuh ngaku biar lebih bermartabat gitu,Lainnya,netral
cewny knp bisa di kroyok,Lainnya,netral
masalah apa itu smpe di kroyok bnykan,Lainnya,netral
kebayang ga sih dag dig dug ny jd s cwe smpe bbrpa org kasar ke dia,Lainnya,netral
Pensiunkan saja kalo sudah tidak bisa bekerjamah Sangat membahayakan masyarakat jika di saat seperti ini Harusnya mereka telpon minta bantuan ke Polsek lain,Takut,netral
Duh karunya teuing kasus naon eta teh,Lainnya,netral
Gak guna mereka ada,Lainnya,netral
Makanya yg udah tua tua sakit sakitan langsung cut aja alias dipesiunkan diganti sama yg muda2 biar berguna cape2 kita bayar pajak buat gaji kalian,Lainnya,netral
Lah sama samapreman gak akan dibantu,Lainnya,netral
Polisi KONTOL,Lainnya,netral
debt collector begini dilegalkan meresahkan ya lama2,Lainnya,netral
Memangnya gak ada standar fisik ya Pak buat anggota polisi yang masih aktif,Lainnya,netral
Aneh juga y,Lainnya,netral
Semoga sakit beneran spt yg dikatakan kapolseknya,Lainnya,netral
Ini kantor polisi apa kantor panti jompo atau tempat orang cacat,Lainnya,netral
Bengak kapolseknya gak bisa atur anggota buat piket,Lainnya,netral
Angkat hansip menjadi pns lebih berguna,Lainnya,netral
Dia yg minjem skrg dia yg playvictim bila ditagih,Lainnya,netral
Polisi KONTOL,Lainnya,netral
Kaga ada guna nya blookkk,Lainnya,netral
Rakyat akan semakin membenci institusi ini sampai tulang,Marah,netral
Aduh laki2 masak lawannya cewek,Lainnya,netral
Besok2 kaburnya ke markas TNI aja inget biar clear seakar akarnya,Lainnya,netral
Cuma di konoha polisi takut ormas wkwkwkwk,Takut,netral
jangan jadi polisi pa kalo lemah alesan macam apa itu anjiink,Lainnya,netral
Oknum mental tempe untk ap kalian ptantangptenteng senjata,Lainnya,netral
Krn DC tau pasti takut sama diamakanya dicuekin DC,Takut,netral
pengguna jasa oknum DC yang keasyikan pake kekerasan ga bisa dipidanakan ya,Lainnya,netral
Depan polsek aja gak aman Apalagi jauh dari kantor polisi Itulah anggap masyarakat sekarang pak berbenah lah,Lainnya,netral
Kacau polisi emang meresahkan,Lainnya,netral
Wanita di kroyok,Lainnya,netral
Hebat wanitanya di keroyok pyluhan jantanyg cuma teriak2,Lainnya,positif
ko bisa mapolsek menyesalkan tindakan ini yg ada warga menyesalkan tindakan aparat hehe,Sedih,netral
TERPAMPANG POLISI YG GA GUNA DISITU,Lainnya,negatif
Nu masih gagah perkasa malah jadi penangguran,Lainnya,netral
malu duh polisi lgi kena berita nya,Lainnya,netral
pecatajh polisi kya gtu mental banciii,Lainnya,netral
Lemah ah,Lainnya,netral
Emang nya ga bisa telfon polisi yg lain kalo kalah jumlah Atau tentara gitu Masa kalah akal,Lainnya,netral
Polisi vler,Lainnya,netral
Lah bisa malu,Lainnya,netral
Ribuan anggota tapi rakyat ada masalah tidak bisa melindungi,Lainnya,netral
Itu kan di polsek Emang ga ada satupun senpi sebagai tembaakan peringatan,Lainnya,netral
Malah surend,Lainnya,netral
Masa piket cmn 4 orangudh gitu pada tua lagiemang anggota personil polsek brp orang,Lainnya,netral
Gk jadi ngpain cape kata ladusing,Lainnya,netral
Ga sekalian polisi nya terkena stroke patah tulang sakit gigi diare,Lainnya,netral
Biar dia yang di bawa ke rs,Lainnya,netral
Pak polisi punua senpi atau pestol untuk apa Gk bisa kasih tembakan peringatan kah Lawak,Lainnya,netral
Aduh aduh aduhhh,Lainnya,netral
Itu di pegangin pistol buat apa bsa kan kasih tembakan peringatan ya klo begini susah polisi ga bsa membantu org yg sedang lemah,Lainnya,netral
Ladusing bener2 gak guna rugi rakyat gaji kalian,Lainnya,netral
Sebar foto mereka biar ditandai semua orang,Lainnya,netral
Sekolah tinggitinggi biar gak jadi polisi,Lainnya,netral
Kenapa gak di Tumbur aja DC nya,Lainnya,netral
Konaha yg tiada aturan hidup,Lainnya,netral
Suruh pensiun jgn jaga,Lainnya,netral
Berani nya sama cewe dan sekarang makin paham kenapa harus lapor DAMKAR,Lainnya,netral
Kasi pringatan tadinya bila tak dihiraukan kasi penerapan terarah dan terukur Kasian wanita itu pasti dah panik,Takut,netral
Idle police man,Lainnya,netral
Miris,Lainnya,netral
Ada yg tau fungsi polsek di video ini,Lainnya,netral
kamana deui atuh tempat anu aman,Lainnya,netral
Polisi tua gaji blind,Lainnya,netral
Kalau sakit pensiun dini aja biar slotnya bisa d pakai ama yang sehat,Lainnya,netral
Ingin bertanya fungsi Polisi disitu untuk apa memalukan sekali dimana wibawa kalian Untuk menghindari dari kecaman masyarakat beralasan pula,Lainnya,netral
Dipecat,Lainnya,netral
Mantap pak copot aja pak kalau GK bise jaga tanggung jwb,Lainnya,positif
Allahuakbar apa guna pistol pak tembak keatas apa tidak bisa buat membantu ya,Lainnya,netral
Keluar semua penyakit ya pas gak ada nyali buat bantuin,Lainnya,netral
Pecat semua anggota diplsek itu,Lainnya,netral
Cb kalau si mb Beloknya di markas militer pasti lain ceritanya,Lainnya,netral
Gaa ada kata mengayomi melindungi jauh dari kata itu,Lainnya,netral
Ada pistol bisa di tembak ke atas kalau pun ga ada bisa minta bantuan dari Polsek lain,Lainnya,netral
Bubarkan polisi ganti Damkar,Lainnya,netral
Kalo dah sakit sakitan ya di rumahin saja to pak pak esjann,Lainnya,netral
Debcolector gelut lah hiji jeng urg,Lainnya,netral
Coba kalau ada Damkar pasti ditolong polisi Ngga deh,Lainnya,netral
Seketika PISTOLNYA HILANGsama kayak CCTV waktu ituAPAKAH MASIH PERCAYA SAMA POLISISAYA PRIBADI TIDAAKKK,Lainnya,netral
Ya pensiun lah masa kalah sama satpam bca yang gercep,Lainnya,netral
Fungsinya kan hanya malak dngn tanda tangan d selembar kertas,Lainnya,netral
Malu sama seragam,Lainnya,netral
Sekolah yg bener biar ga jadi,Lainnya,netral
Gak malu bang,Lainnya,netral
Idih malu kapan sih polisi pda berotot,Lainnya,netral
Lebih baik minta bantuan Damkar dan pasukan ojol lebih membantu dari pada polisi,Lainnya,positif
Polisi yang gedut suruh diet pak,Lainnya,netral
Yang sudah encok saraf kejepit pecat aja takutnya pas lari buru penjahat kedengkek kasihan tulang tua,Takut,netral
Haduh Mau ga ilang gimana kepercayaan rakyat Kita lari ke kantor kalian buat dilindungi Eh malah dibiarin,Lainnya,netral
Kapolsek bicaranya kyk hansip y,Lainnya,netral
Paraah sih harepeun polsek sakitu teh,Lainnya,netral
Makanya kalau ada apa apa lapornya sekarang dengan Damkar,Lainnya,netral
Salah yg nugasin piket ga bisa liat kondisi anggota yg disuruh,Lainnya,netral
Bukan pelaku pemukulannya yg di tangkap usut tuntas demi kepentingan pihak mana mereka bekerja,Lainnya,netral
Per boti an duniawi,Lainnya,netral
Gw ga paham Bingung konsep nya gimana kok bisa beraninya sama wanita n polisi jga diem2 aja kumaha sih ceritanya sampe bacain komen ga mudeng si cewek salah atau gimana Meskipun cewek salah juga gak harus dikeroyok banyak pria jga astagfirullah miris,Lainnya,netral
Salah pilih anggota lah nu mayar dipilih jdnya panyakitan loba ngahakan duit haram,Lainnya,netral
Dan polisi disitu cuma diem Hellooo,Lainnya,netral
Hahah polisi Indonesia penyakitan,Lainnya,netral
masa kantor plisi yg piket cm 4 org,Lainnya,netral
Penyakittan jjr kali,Lainnya,netral
Harusnya ke kantor damkar sih bukan ke yang ono,Lainnya,netral
Ga ada open donasi gitu Donasi buat beli daster,Lainnya,netral
Lebih berguna polisi tidur speed bumpdaripada isilop aslinya,Lainnya,netral
UUD ujung²ny Damkar,Lainnya,netral
Lha kan elu punya pestol pak Hadeeh parah lu kek ayam ayaman ada perempuan dikeroyok malah diem bae Malu sama seragam dih,Lainnya,netral
Marwah,Lainnya,netral
dipensiunkan aja jd polisi gada faedah ny jg msh dipekerja kan,Lainnya,netral
Kan emang udah gak punya marwah polisi konoha mahh,Lainnya,netral
Polisi beralih profesi jadi kameramen,Lainnya,netral
Mencari perlindungan d tempat yg slogannya mengayomi Eh taunya cuman di liatin,Lainnya,netral
Pensiun aja pak pensiun,Lainnya,netral
ngakakk naha teu jadi polisi tidur wae atuh pa,Lainnya,netral
PAYAH,Lainnya,netral
seorang wanita d keroyok debct setangguh itu kmu dek,Lainnya,netral
Jaman ini Masi ngutang,Lainnya,netral
Kamu yg sudah tua apa kabarmu katanya baru sembuh katanya sakit jantung ginjal dan encok sedikit saraf hati hati pak tua istirahatlah diluar banyak angin,Lainnya,netral
itu banyak banget yank ngrusakin mobil nya,Lainnya,netral
Yaelah polisi lagi gak ada habis nya,Lainnya,netral
Sakit2an disuruh piket,Lainnya,netral
Mirip security komplek rumahku ya udah pada sepuh,Lainnya,netral
Jd linmas aja pak jgn jadi polisi,Lainnya,netral
Serius kita bayar pajak buat ngasih makan yg gini,Lainnya,netral
polisi deb colector ya temen nya juga masa gitu aja ga tau,Lainnya,netral
Pestolny buat apa dong,Lainnya,netral
Panti jompo d datengin ya ga bisa bantu,Lainnya,netral
Jadi polisi hajat Weh atuh pak kagok,Lainnya,netral
Asli ga ad lagi harga diri polisi di depan mereka Hahahaha,Lainnya,netral
Pensiun aja klo udah ga mampu,Lainnya,netral
Duit Rakyat buat Ngegaji polisi sakit2an nanti kalau ada apa2 di jalan mendingan cari kantor damkar aja deh,Lainnya,netral
Hadeuhh polisi indiaaa d bandung jawa barat lagi d bantai2 nya debt collector ga boleh ada lagii,Lainnya,netral
Bener kudu bayar dulu biar gerak,Lainnya,netral
Tutup aja polseknya,Lainnya,netral
Aparat kerja nya apa wkwkw,Lainnya,netral
Polisi Oon,Lainnya,netral
Tidak punya kata kata,Lainnya,netral
Miris lihatnya guna nya aparat buat apaan ya,Lainnya,netral
mending ibu ke kantor damkar bu jgn ksono zonk nti,Lainnya,netral
Hoalah paaakk suamiku loh pernah 2 lawan 20 orang oknum yang ngakunya leasing kejadian di Setiabudi mereka keroyokan juga mau asal ambil aja kendaraan adikku perempuan Lha ini bapak 4 orang pak bapak juga terlatih untuk hal kek gini juga kan gak kebayang kasian si teteh nyaa pasti panik banget,Takut,netral
Ga ada Duitnya jd Nontonin aja,Lainnya,netral
Laahh sakit yaaaa trus kalah jumlah Truuuusssss,Lainnya,netral
Gak ngerti lagi slogan mengayomi masyarakatnya dmn Masa kalah sama damkar lawan nya api slogannnya pantang pulang sebelum padam,Marah,netral
Sempi gak adakah,Lainnya,netral
Parah polisi kerjanya apa,Lainnya,netral
Ancen wis bobrok,Lainnya,netral
Cepat panggil Satpam BCA yang masih punya marwahgimana dengan polisiii cuih,Lainnya,netral
DEPAN POLSEKKKK lohh Sekaliii lagiii iniiiii DIDEPAN POLSEKKKKKKK,Lainnya,netral
Hrs bikin laporan dl kali y hahaha,Lainnya,netral
Makannya dipensiunkan saja kalau tidak mampu Gaji nya mending kasih ke yang masih mampu,Lainnya,netral
Gak sering juga kan dapet job nglindungi rakyat disaat dapet job nglindungi dan mengayomi rakyat eee malah cuma ditonton dan direkam pake kamera doang Didepan markas sendiri lagi Kecewa saya,Sedih,netral
Trs yg di dalam kantor polisi juga sakit penuaan dini juga,Lainnya,netral
Kerugian terbesar negara gajih sipol tanpa guna,Lainnya,netral
Jujur saya mending bayar waria Mereka itu baik berani loh sebenarnya Cuman suka pada takut aja klo dideketin mereka Sok daripada para waria beredar dijalanan buat sesuap nasi mereka pasti mau dikasih uang bulanan n pekerjaan,Takut,positif
P E C U N D A N G,Lainnya,netral
Depan polsek saja udh gtu apalagi jauh dari polsek,Lainnya,netral
Klo lemah suruh jadi kang parkir aja ga berat kerjanya,Lainnya,netral
Menyesal doang Lo dibayar rakyat woy kami tu bayar kalian kalian tu makan dri pajak kamu woy,Sedih,netral
Nggak ada duwitnya,Lainnya,netral
Lah terus sampeyan Ahh sudahlah,Lainnya,netral
Suruh pensiun pak klo dh pada jompo,Lainnya,netral
Kalah banyak trus punya senjata polisi buat apa,Lainnya,netral
jadiii tugass polisi apa,Lainnya,netral
Guna kau jd polisi apa,Lainnya,netral
Nasib wanitanya itu gmn,Lainnya,netral
Banyak alasan ih pak polisi,Lainnya,netral
Mbanya salah harusnya jangan lapor Polisi coba lapor Damkar,Lainnya,netral
Makanya percuma lapor ah Wong mereka temenan,Lainnya,negatif
mending keneh diproses gara2 nembak drpada diproses gara2 sieun ku preman komo di kandang sorangan kudunga ngabret,Lainnya,netral
Gue lieur ah,Lainnya,netral
Mobil polisi sampe dibakar ormas G ada hrg dirinya Duuh Dr kejadian ini smpe G bubar100 lbh G ada maryabatnya lg,Lainnya,netral
Yelah alibi kan ada pistol kasih tembakan peringatan kan bisa aneh² aja pembelaan gak masuk akal mending lari ke damkar aja sekarang kalau ada apa²,Lainnya,netral
Yg sakit malah disuruh piket ko lucu sih,Lainnya,netral
Gmn sih ini Tugas mrka apa,Lainnya,netral
Padahal itu udh d depan polsek loh Masa ga bisa tlp anggota nya yg lain sih miris,Lainnya,netral
Hape nya bwt telpon pasukan bukan ngvideo polisi apa netizen,Lainnya,netral
Trus pistol fungsi nya bwt apa pak Klo masih takut mati jgn jadi polisi,Takut,netral
Kan udah tau min lagunya sukatani,Lainnya,netral
Cuma bisa bilang oh,Lainnya,netral
Besok2 kalau ada masalah seperti itu mending ke damkar aja karena mereka pasti lebih bisa menolong ketimbang polisi,Lainnya,netral
Ganti sumaaajgn yg tua yg dikasih jaga,Lainnya,netral
Polisi kocak,Lainnya,netral
1wReply,Lainnya,netral
gunanya polisi di Indonesia apayah,Lainnya,netral
1w1 likeReply,Lainnya,netral
Debt collector Berani kaya gini Ngga tau apa kalo semua perbuatan ada balasannya baru mikir kalo nanti anaknya apa ibunya apa istrinya diginiin orang,Lainnya,netral
1wReply,Lainnya,netral
Sudah tuaada yang sakit kenapa tidak menelpon minta bantuanemang ngk punya niat sih,Lainnya,netral
1wReply,Lainnya,netral
Kebanyakan polisi buncit isi kegabutan makan gaji buta,Lainnya,netral
1wReply,Lainnya,netral
1wReply,Lainnya,netral
Di copot di pecat dr kepolisian,Lainnya,netral
1wReply,Lainnya,netral
Alesan,Lainnya,netral
1wReply,Lainnya,netral
Kelompok tolol SDm rendah ya bgini apa gak malu itu yg di buat bgtu seorang perempuan gak ada otak,Lainnya,negatif
1wReply,Lainnya,netral
Benerkan percumah,Lainnya,negatif
1wReply,Lainnya,netral
Mengayomi masyarakat membantu masyarakat,Lainnya,netral
1wReply,Lainnya,netral
Polisi jaman sekarang emang ada gunanya Makannya masyarakat lebih percaya sama pemadam kebakaran,Lainnya,netral
1wReply,Lainnya,netral
Malu sama seragam damkar,Lainnya,netral
1wReply,Lainnya,netral
Kerja kagak ngopi rokok ngopi rokok doang paling jauh gerak cuma buat dokumentasi duduk ngopi rokok ngopi rokok lagi,Lainnya,netral
1wReply,Lainnya,netral
Tujuan piketjaga buat apa ya Izin bertanya,Lainnya,netral
1wReply,Lainnya,netral
Katanya pengayom masyarakat,Lainnya,netral
1wReply,Lainnya,netral
Aneh polisinya,Lainnya,netral
1wReply,Lainnya,netral
Sumpah kacaumiris dan ngeri,Takut,netral
1wReply,Lainnya,netral
Trus apa gunanya polisii siih Heran,Lainnya,netral
1wReply,Lainnya,netral
Memalukaaaannn,Lainnya,netral
1wReply,Lainnya,netral
awkwkwkwkwk menyala pak poll,Lainnya,netral
1wReply,Lainnya,netral
Trus ngapain kau jadi polisi an j nng,Lainnya,netral
1wReply,Lainnya,netral
Kalo sudah tua dan sakit2an ngapain masih tugas lah pensiun aja udh Kumaha mun isrewel nyerang pangheulana di kulub kitu,Lainnya,netral
1wReply,Lainnya,netral
Salah lapor ke polsek,Lainnya,netral
1wReply,Lainnya,netral
Umak SDM indo,Lainnya,netral
1wReply,Lainnya,netral
lah polisinya udh sakit² an udh lemah masih tugas aja ngapain,Lainnya,netral
1wReply,Lainnya,netral
Kalah jumlah dn fisik lemah bgitulh polisi cuma brani kroyokan doang Mungkin ini devinisi gk boleh main hakim sendiri karna polisi mh gk brani sendirian hrus bayakan main hakim nya,Lainnya,netral
1wReply,Lainnya,netral
Hedeh,Lainnya,netral
1wReply,Lainnya,netral
padahal senpi tembakan peringatan pak pol,Lainnya,netral
1wReply,Lainnya,netral
Padahal tes sebelum jadi polisi itu harus wajib sehat jasmani rohani jadi pertanyaan ini napa jadi pada penyakitan apa waktu tes di jokiin,Marah,netral
1wReply,Lainnya,netral
Memalukan sbg penganyom dan pelindung masyarakat,Lainnya,netral
1wReply,Lainnya,netral
Indo ngk aman,Lainnya,netral
1wReply,Lainnya,netral
polisi kalah sama DC,Lainnya,netral
1wReply,Lainnya,netral
rnisilvana kan ck ekeu gee niat hati nyari aman tapi keneh keneh kehed gening,Lainnya,netral
1w1 likeReply,Lainnya,netral
Dmn hrg diri yang punya tempat,Lainnya,netral
1wReply,Lainnya,netral
listyosigitprabowo,Lainnya,netral
1wReply,Lainnya,netral
Gunanya polisi apaan ya,Lainnya,netral
1wReply,Lainnya,netral
Ngpain pak orang sakit an masih jadi polisi aja ngpa nggk di pensiunkan saja kan repot kek gitu jadinya,Lainnya,netral
1wReply,Lainnya,netral
Alesan aza bilang aza berat sama yg udah ngasih amplop,Lainnya,netral
1wReply,Lainnya,netral
Itu mungkin dia,Lainnya,netral
1wReply,Lainnya,netral
lucu emng cm diliyatin,Lainnya,netral
1wReply,Lainnya,netral
Polisi ini apa fungsinya,Lainnya,netral
1wReply,Lainnya,netral
Kayaknya salah jurusan,Lainnya,netral
1wReply,Lainnya,netral
Jadi piket fungsinya apa,Lainnya,netral
1wReply,Lainnya,netral
Maka polisi jgn modal besar perutnyali jg harus gede,Lainnya,netral
1wReply,Lainnya,netral
Berharap apaan jir ke polisi,Lainnya,netral
1wReply,Lainnya,netral
Gak heran sih yg ngeroyok dan yg cuman videoin ya sama² preman bedanya yg satu dikasih seragam ama gaji,Lainnya,netral
1wReply,Lainnya,netral
Memang cuma Damkar satpam BCA yang paling terbaik,Lainnya,positif
1wReply,Lainnya,netral
Polisi takut sama DC parah,Takut,netral
1wReply,Lainnya,netral
POLISI KONTOL,Lainnya,netral
1wReply,Lainnya,netral
Mau nanya disaat itu polisi guna nya apa,Lainnya,netral
1wReply,Lainnya,netral
Pensiun aja pak klw dah sakit sakitan pekerjaan itu ada pertanggungjawabannya bukan hanya makan gaji buta,Lainnya,netral
1wReply,Lainnya,netral
Apa kasusnya,Lainnya,netral
1wReply,Lainnya,netral
Coba jelaskan tugas polisi yang katanya untuk masyarakat itu apa ya,Lainnya,netral
1wReply,Lainnya,netral
Yaallah takut bgt mana cewe itu,Takut,netral
1wReply,Lainnya,netral
terus gunanya polisi apa,Lainnya,netral
1wReply,Lainnya,netral
Bener kata Rhoma Irama Begadang jangan begadang klo tiada artinya begadang boleh saja klo ada perlunya Nah disitu posisinya gak ada artinya dan gak ada perlunya Jadi artinya gak boleh begadang,Lainnya,netral
1wReply,Lainnya,netral
1wReply,Lainnya,netral
Bener bener Indonesia gelap akan keadilan,Lainnya,netral
1wReply,Lainnya,netral
Lindes mba lindessss,Lainnya,netral
1wReply,Lainnya,netral
Sudah waktunya polishh tidak brgunamelawan keadiland pecat dan penjarakankrna cuma buat ngabis2 sin angaran negarraa saja,Lainnya,netral
Ganti saja dengan orang2 biasa yg mau menegakkan keadilan dengan tulus,Lainnya,netral
1wReply,Lainnya,netral
Ngelamar JD cleaning service aja ada batasan usia apalg ini aparat negara moso tua dan sakit2an buat jaga kedamaian bumi,Lainnya,netral
1wReply,Lainnya,netral
Ngomong taek ta polisine,Lainnya,netral
Nek jenengen polisi yo karek melerai opo di tembakan peringatan lak wes seh,Lainnya,netral
1wReply,Lainnya,netral
Up,Lainnya,netral
1wReply,Lainnya,netral
Hina,Lainnya,netral
1wReply,Lainnya,netral
Bukannya piket itu lengkap dengan laras panjang,Lainnya,netral
